Just one day in the life. So I can understand. Fighting just to survive. But you taught me I can.	0,3
We are the lucky ones. We are, we are. Oh we are the lucky ones.	0,3
We are, we are Just one day in the life. So I can understand. Fighting just to survive.	0,3
But you taught me I can. We are the lucky ones. We are, we are. Oh we are the lucky ones.	0,3
Hypnotized, this love out of me. Without your air I can't even breathe.	1
Lead my way out into the light. Sing your lullaby. Cherries in the ashtray.	1
Take me through the day. I just gotta make you drunk in memory. See you in the puddles.	1
Of my Chardonnay. Sleeping in my bathtub. But can wish you were late.	1
Keep me safe up in the clouds. 'Cause I can't come raining down.	1
Make the monsters sleep in my mind. Sing your lullaby. Hypnotized, this love out of me.	1
Without your air I can't even breathe. Lead my way out into the light. Sing your lullaby.	1
Cherries in the ashtray. Take me through the day. I just gotta make you drunk in memory.	1
See you in the puddles. Of my Chardonnay. Sleeping in my bathtub. But can wish you were late.	1
Keep me safe up in the clouds. 'Cause I can't come raining down.	1
I stand a little too close. You stare a little too long. We do this dance every time.	3
You and I, you and I. . Yeah, we're up in the air. Like the smoke from your lips.	3
But I can't find my words. When I'm tracing your kiss I can taste, I can taste, I can taste it.	3
In my mind, all the time, can you race it. What I do, for a shot of your love. I have you.	3
I'm falling to pieces. But I need this. Yeah, I need this. You're my fault. My weakness.	0,1
When did you turn so cold. You cut me down to the bone. Now you're dancing. All over my soul.	0,1
I'm falling to pieces. To pieces, to pieces. But I still stay cause you're the only thing I know.	0,1
So won't you take, oh, won't you take me home. Take me home, home, home. Take me home, home, home.	0,1
Take me. Take me. Take me. Take me. Take me home (home, home, home). Round in circles. Here we go.	0,1
With the highest highs. And the lowest lows. But no one shakes me like you do.	0,1
My best mistake was you. You're my sweet affliction. Cause you hurt me right. But you do it nice.	0,1
Round in circles. Here we go. Oh yeah. But I still stay cause your the only thing I know.	0,1
So won't you take, oh, won't you take me home. Take me home, home, home. Take me home, home, home.	0,1
Take me. Take me. Take me. Take me. Take me home, home, home. Take me home, home, home. Take me.	0,1
Everything seems like a city of dreams,. I never know why,. But I still miss you..	0,1
There she's standing in a field of lights,. I close my eyes,. And I still miss you.. Oh, oh.	0,1
And I still miss you,. Oh, oh. And I still miss you.. Everything seems like a city of dreams,.	0,1
I never know why,. But I still miss you.. There she's standing in a field of lights,.	0,1
I close my eyes,. But I still miss you.. Oh, oh. But I still miss you,. Oh, oh.	0,1
You end up alone after all that you've done. All that you've paid for.	0,1
Did you get what you wanted?. Loaded the gun with all you were made of. When you're alone,.	0,1
People don't think you know what you're made of, oh. You've been with me,.	0,1
It's not up to see, it's all that you paid for.	0,1
I'll find a way up, see you through what came to pay for.	0,1
While we're alive, can we relax that, what are maids for. You were there for me.	0,1
And I was there for you. No, never let you go!. You will always be the one that I regret.	0,1
How will I let you go?. You're here in the way. How could you stay after that you've paid for.	0,1
Leave it in time, won't let you wait. How could you be assured?. You're holding out hope.	0,1
I'm seeing it too, trying to find home. I think I'm back again.	0,1
And I've come to understand my will. You tell me that I can't pretend.	0,1
I hear that you care about your stuff,. But the most of things might feel rough. Let you go.	0,1
Holding a room for you. Holding a room. Holding a room for you. You were there for me.	0,1
And I was there for you. No, never let you go!. You will always be the one that I regret.	0,1
How will I let you go?. Let you go!. Let you go!. Let you go!. Let you go!.	0,1
Holding a room for you!. Holding a room. Holding a room for you. You were there for me.	0,1
And I was there for you. Oh oh, I remember times like that!.	0,1
You will always be the one that I really love. Oh oh, never let you go!. Let you go!. Let you go!.	0,1
Nobody here knocking at my door. The sound of silence I can't take anymore.	1
Nobody ringing my telephone now. Oh how I miss such a beautiful sound.	1
And I don't even know how I survive. I won't make it to the show without your light.	1
No I don't even know if I'm alive. Oh, oh, oh without you now. This is what it feels like.	1
Nothing to hold but the memories and frames. Oh they remind me of the battle I face.	1
Without your love, without you I drown. Somebody save me I'm going down.	1
And I don't even know how I survive. I won't make it to the show without your light.	1
No I don't even know if I'm alive. Oh, oh, oh without you now. This is what it feels like.	1
And I don't even know how I survive. I won't make it down the road with one headlight.	1
I just need to get it off my chest. Yeah, more than you know Yeah, more than you know.	3
You should know that baby you're the best. Yeah, more than you know Yeah, more than you know.	3
I saw it coming, from miles away. I better speak up if I got something to say.	3
'Cause it ain't over, until she sings. You had your reasons, you had a few.	3
But you knew that I would go anywhere for you. 'Cause it ain't over, until she sings.	3
I just need to get it off my chest. Yeah, more than you know Yeah, more than you know.	3
You should know that baby you're the best. Yeah, more than you know Yeah, more than you know.	3
I just. Your good intentions are sweet and pure. But they can never tame a fire like yours.	3
No it ain't over, until she sings. Right where you wanted, down on my knees.	3
You got me begging, pretty baby set me free. 'Cause it ain't over, until she sings.	3
Come a little closer, let me taste your smile. Until the morning lights.	3
Ain't no going back the way you look tonight. I see it in your eyes.	3
I just need to get it off my chest. Yeah, more than you know Yeah, more than you know.	3
You should know that baby you're the best. Yeah, more than you know Yeah, more than you know.	3
Yeah, more than you know yeah, more than you know.	3
Yeah, more than you know yeah, more than you know.	3
Yeah, more than you know yeah, more than you know.	3
Yeah, more than you know yeah, more than you know.	3
Yeah, more than you know yeah, more than you know. I just. I just need to get it off my chest.	3
Yeah, more than you know yeah, more than you know. You should know that baby you're the best.	3
Some days it's hard to make it. But I know we'll make it through. These winds are always changing.	3
But I'm holding on to you. I know that there are ups and downs. It's hard to stand and face it.	3
As long as we're together now. The moment's never wasted. Some love is made for the daylight.	3
Some love is made just for midnight. Our hearts will fade into black skies.	3
Then we'll come back to life in the sunrise. Hello will turn into goodbye.	3
But you know we're still on the same side. Our hearts will fade into black skies.	3
Then we'll come back to life in the sunrise. Then we'll come back to life in the sunrise.	3
Sometimes it's like a rainstorm. All our problems pouring down.	3
But I'm not running from the real thing. This feeling we found.	3
I know that there are ups and downs. It's hard to stand and face it. As long as we're together now.	3
The moment's never wasted. Some love is made for the daylight. Some love is made just for midnight.	3
Our hearts will fade into black skies. Then we'll come back to life in the sunrise.	3
Hello will turn into goodbye. But you know we're still on the same side.	3
Our hearts will fade into black skies. Then we'll come back to life in the sunrise.	3
Some love is made for the daylight. Some love is made just for midnight.	3
This solo, solo, everybody. This solo, everybody. This solo, solo, everybody.	1
I never meant to leave you hurtin'. I never meant to do the worst thing.	1
Not to you (this solo, solo, everybody). 'Cause every time I read your message.	1
I wish I wasn't one of your exes. Now I'm the fool (this solo, solo, everybody).	1
Since you been gone. I've been dancing on my own. There's boys up in my zone.	1
But they can't turn me on. 'Cause baby, you're the only one I'm coming for.	1
I can't take no more, no more, no more. I wanna fuck woop, woop woop, but I'm broken hearted.	1
Cry but I like to party. Touch but I got nobody. Here on my own.	1
I wanna fuck woop, woop woop, but I'm broken hearted. Cry since the day we parted.	1
Touch but I got nobody. So I do it solo. This solo, solo, everybody. This solo, everybody.	1
This solo, solo, everybody. So I do it solo. This solo, solo, everybody. This solo, everybody.	1
This solo, solo, everybody. I do it solo. Every single night I lose it.	1
I can't even hear the music without you (it solo, solo, everybody). Ah, yeah, yeah.	1
Try to stop myself from calling.	1
